Medicion,Aceleracion_X,Aceleracion_Y,Aceleracion_Z
976,2.74,-1.99,7.56
977,2.29,-0.57,10.40
978,3.44,-0.40,10.30
979,4.89,-1.13,10.53
980,3.23,-0.77,10.58
981,3.54,-1.65,9.71
982,2.55,0.17,8.14
983,2.22,0.62,9.99
984,3.64,0.12,8.58
985,2.69,-0.99,9.55
986,5.18,-2.50,8.11
987,3.43,-1.70,8.96
988,4.49,-1.58,7.66
989,4.28,-0.29,8.95
990,3.76,-1.25,8.58
991,4.31,-0.13,8.27
992,2.83,-0.21,7.15
993,2.20,-0.86,10.69
994,1.66,-0.79,8.67
995,3.75,-0.84,9.84
996,3.55,-0.62,11.46
997,3.58,0.97,10.09
998,4.31,0.06,9.33
999,1.98,-1.18,10.60
1000,2.85,-0.63,9.87
1001,4.96,-0.43,9.95
1002,4.12,-1.94,8.60
1003,1.04,0.44,9.22
1004,4.83,-0.57,5.84
1005,3.76,-2.02,9.59
1006,3.68,-0.77,10.91
1007,3.77,-2.79,8.49
1008,3.36,-1.01,9.24
1009,3.80,-2.46,5.60
1010,5.45,-1.66,11.08
1011,2.33,-0.83,7.38
1012,4.02,-1.39,9.19
1013,2.43,-1.30,14.42
1014,4.61,-2.92,7.62
1015,4.34,0.35,8.89
1016,1.88,-0.67,10.16
1017,2.97,-2.99,7.70
1018,5.05,-1.03,6.47
1019,3.42,-1.05,9.28
1020,3.48,-1.34,9.27
1021,2.83,-0.62,9.33
1022,4.58,-1.71,9.24
1023,4.43,-2.33,8.64
1024,5.08,-3.90,10.64
1025,2.82,-1.73,8.49
1026,1.73,-2.15,8.00
1027,2.43,-1.80,6.90
1028,3.31,-1.48,7.89
1029,1.75,-0.85,10.35
1030,2.92,-1.88,7.87
1031,2.03,-1.79,8.11
1032,1.68,-0.45,9.43
1033,3.05,-1.36,13.89
1034,3.62,0.33,9.50
1035,3.05,-1.62,14.19
1036,3.15,-1.59,9.66
1037,3.12,-1.72,10.21
1038,1.61,-1.13,4.58
1039,2.28,-0.98,6.25
1040,1.47,-2.38,7.41
1041,0.45,-0.11,8.50
1042,1.36,-5.71,16.58
1043,3.06,-3.24,-1.62
1044,2.08,0.27,14.77
1045,-2.57,-1.91,6.80
1046,5.92,0.35,8.20
1047,2.95,-1.24,5.13
1048,1.41,-0.07,9.59
1049,0.96,0.04,13.39
1050,2.19,0.67,11.94
1051,1.68,2.12,10.47
1052,1.67,1.88,12.13
1053,0.85,1.00,8.01
1054,-0.04,1.30,8.61
1055,-0.19,0.34,7.81
1056,-0.08,2.58,8.34
1057,3.33,2.30,7.00
1058,0.66,1.59,8.68
1059,3.80,0.65,5.49
1060,1.66,-0.65,13.04
1061,1.62,1.10,6.12
1062,2.29,0.80,6.69
1063,1.48,2.01,7.88
1064,0.73,3.92,10.05
1065,0.57,3.17,10.09
1066,4.03,1.58,11.62
1067,1.40,-0.02,12.47
1068,1.98,2.38,6.37
1069,4.65,1.99,6.36
1070,2.09,1.04,8.99
1071,3.22,-2.01,4.92
1072,0.28,1.12,11.63
1073,0.75,0.55,8.94
1074,0.83,2.27,8.51
1075,2.46,2.19,7.91
1076,1.45,3.17,10.14
1077,3.54,-0.17,6.67
1078,1.96,1.24,9.65
1079,2.25,2.40,8.84
1080,1.49,2.84,8.45
1081,3.46,2.81,11.98
1082,0.89,2.24,11.38
1083,1.75,1.40,8.22
1084,1.71,1.83,10.55
1085,3.45,2.97,12.34
1086,-0.52,2.44,10.96
1087,3.34,2.91,11.09
1088,1.26,2.96,8.77
1089,1.79,1.76,9.69
1090,1.84,1.55,6.65
1091,1.34,3.49,11.24
1092,2.17,2.11,9.17
1093,1.81,2.28,10.36
1094,1.08,1.68,11.08
1095,2.02,0.89,8.37
1096,2.10,2.94,12.45
1097,1.66,1.76,6.18
1098,0.76,3.90,8.59
1099,1.45,1.97,11.06
1100,2.18,-0.17,7.50
1101,2.31,1.93,7.75
1102,2.34,1.26,7.43
1103,1.31,1.96,10.83
1104,2.62,0.56,10.09
1105,2.31,-0.05,10.30
1106,1.50,1.75,9.59
1107,2.10,1.63,8.18
1108,2.15,0.43,14.77
1109,2.31,1.52,11.83
1110,2.57,1.61,8.20
1111,1.32,1.33,8.84
1112,2.00,1.29,10.44
1113,1.96,2.31,10.34
1114,1.73,1.36,11.02
1115,3.55,0.18,12.16
1116,2.00,1.30,11.66
1117,1.79,-0.63,9.85
1118,3.22,0.22,9.96
1119,0.22,-1.35,7.71
1120,1.78,1.72,8.33
1121,3.17,0.57,6.84
1122,2.00,3.73,10.63
1123,2.61,1.20,9.42
1124,2.00,0.92,11.40
1125,2.13,0.69,8.93
1126,2.82,0.11,10.55
1127,2.05,2.07,8.97
1128,0.84,-0.08,7.23
1129,1.81,1.08,7.68
1130,2.65,-0.27,7.55
1131,1.57,-0.36,6.54
1132,1.77,1.24,11.62
1133,1.93,-0.75,7.27
1134,1.04,0.66,9.99
1135,2.38,2.15,8.66
1136,1.67,0.74,8.20
1137,1.68,-0.24,11.22
1138,1.94,-0.04,8.25
1139,0.95,0.62,8.27
1140,2.15,0.00,6.90
1141,3.61,-0.72,6.77
1142,1.64,-0.90,8.68
1143,1.20,2.91,9.95
1144,1.87,2.66,10.81
1145,3.43,2.91,8.17
1146,2.06,-2.07,9.40
1147,2.26,0.92,9.74
1148,2.93,2.26,12.85
1149,2.01,2.80,9.64
1150,3.45,-1.35,11.24
1151,1.51,0.73,11.61
1152,1.69,0.30,8.66
1153,2.05,-0.70,10.06
1154,1.71,0.50,8.39
1155,1.00,-1.67,6.25
1156,2.49,0.01,9.74
1157,1.05,-1.57,8.21
1158,0.80,-0.29,8.74
1159,0.86,-0.67,6.46
1160,2.26,1.39,10.27
1161,1.70,-0.54,7.94
1162,2.34,-0.08,8.31
1163,1.23,0.97,7.78
1164,1.68,2.24,10.51
1165,0.96,-0.58,12.83
1166,1.05,0.79,10.35
1167,2.69,-0.56,7.35
1168,1.75,0.18,8.71
1169,2.13,0.31,11.44
1170,1.65,1.66,7.09
1171,2.42,0.16,9.04
1172,-0.59,-0.46,13.80
1173,1.66,0.59,8.43
1174,3.17,0.74,7.79
1175,2.62,-1.58,11.48
1176,2.76,-0.17,8.51
1177,3.40,0.75,8.61
1178,4.02,1.85,11.21
1179,2.24,-2.00,10.49
1180,1.56,-0.98,8.41
1181,2.87,0.19,8.36
1182,3.90,-1.38,16.05
1183,4.25,-1.60,10.80
1184,0.40,1.93,10.82
1185,1.64,-1.40,7.76
1186,1.59,-0.94,8.05
1187,3.35,-1.99,10.49
1188,1.98,-1.56,6.62
1189,-0.91,-1.60,6.48
1190,1.45,-2.06,5.20
1191,1.14,-1.87,13.29
1192,1.48,-2.02,7.93
1193,1.41,-0.13,10.14
1194,0.76,-1.57,9.52
1195,2.83,-2.93,10.01
1196,2.05,-0.58,10.81
1197,2.16,-2.05,8.76
1198,1.31,-2.27,8.39
1199,1.57,-3.27,8.57
1200,3.00,-2.46,10.78
1201,1.57,-3.49,8.61
1202,2.46,-1.31,9.03
1203,1.85,-2.86,6.58
1204,1.11,0.15,5.96
1205,0.71,0.27,16.60
1206,2.29,-1.39,5.37
1207,1.01,-0.10,10.59
1208,4.54,-0.38,16.33
1209,0.65,-1.79,10.33
1210,3.95,-4.83,6.55
1211,1.01,-4.81,2.62
1212,3.28,-1.79,7.15
1213,3.45,-1.61,9.24
1214,-0.49,1.54,8.56
1215,4.83,-5.30,19.61
1216,2.02,1.22,15.43
1217,0.31,2.43,8.50
1218,1.30,-4.04,8.47
1219,4.20,-5.06,12.96
1220,1.97,-1.81,13.94
1221,1.84,0.47,10.34
1222,0.10,1.54,12.28
1223,2.57,-1.52,6.93
1224,1.20,-0.99,10.29
1225,-1.16,0.64,7.74
1226,3.81,0.24,8.84
1227,-0.86,-1.86,10.22
1228,1.51,-1.18,6.58
1229,-3.68,4.60,0.84
1230,4.05,0.15,5.51
1231,2.65,1.57,5.97
1232,1.54,1.56,7.31
1233,4.67,4.10,1.94
1234,3.97,2.19,10.66
1235,3.28,2.35,4.77
1236,-1.15,1.64,5.43
1237,2.03,1.20,5.97
1238,0.43,4.04,10.70
1239,-1.14,2.97,9.45
1240,1.68,2.45,9.86
1241,1.45,3.33,19.61
1242,3.41,2.11,6.23
1243,-0.67,3.40,10.13
1244,1.10,3.02,8.23
1245,0.80,5.81,9.24
1246,4.77,2.79,12.41
1247,0.85,3.93,13.56
1248,-0.24,3.85,6.46
1249,6.29,3.25,8.41
1250,-0.31,3.99,11.18
1251,1.77,3.44,13.42
1252,1.07,3.19,6.78
1253,5.19,4.70,19.59
1254,4.87,4.90,18.89
1255,4.73,-1.51,6.05
1256,4.54,0.68,8.38
1257,1.39,1.69,5.18
1258,1.72,2.50,11.23
1259,2.61,1.64,9.28
1260,2.94,1.22,7.43
1261,1.18,2.68,8.92
1262,3.97,2.83,11.96
1263,-2.68,3.84,12.60
1264,2.09,3.52,8.02
1265,0.10,4.15,8.79
1266,-0.02,3.95,13.16
1267,1.90,3.89,14.12
1268,2.23,3.63,12.63
1269,2.19,4.07,5.19
1270,2.24,1.57,8.86
1271,1.62,3.52,10.83
1272,4.50,4.40,4.82
1273,2.07,3.51,12.73
1274,2.03,3.90,13.25
1275,1.47,4.80,15.39
1276,3.73,2.93,5.40
1277,3.55,1.86,8.44
1278,6.17,4.66,8.81
1279,0.06,2.15,11.68
1280,1.53,2.23,10.77
1281,4.59,3.11,4.31
1282,0.03,1.92,7.20
1283,-0.15,3.19,10.14
1284,4.90,-0.53,0.01
1285,1.79,3.25,10.84
1286,2.08,3.01,6.43
1287,-0.35,3.84,10.12
1288,1.41,3.43,13.69
1289,2.25,3.39,10.47
1290,3.54,3.02,11.23
1291,3.63,3.82,9.62
1292,3.49,1.58,10.25
1293,2.32,4.32,3.75
1294,3.19,2.37,4.03
1295,0.77,2.24,3.66
1296,0.48,4.34,13.03
1297,0.99,3.71,9.28
1298,1.68,2.30,15.64
1299,0.97,6.73,17.86
1300,2.31,2.98,5.30
1301,-2.94,3.79,0.69
1302,2.82,3.89,3.92
1303,4.20,1.44,9.12
1304,4.51,3.83,7.85
1305,3.08,2.63,7.05
1306,0.86,1.31,9.30
1307,-6.02,3.34,6.26
1308,-0.88,2.88,6.58
1309,4.00,5.83,4.73
1310,1.15,7.30,7.34
1311,2.11,-1.50,6.42
1312,-8.41,-0.98,2.74
1313,-0.80,7.11,13.12
1314,2.51,4.13,11.74
1315,2.76,6.44,10.07
1316,3.66,2.49,3.08
1317,0.81,3.39,13.82
1318,3.54,4.32,17.00
1319,0.31,-0.58,9.86
1320,0.45,1.25,8.04
1321,2.54,0.90,14.70
1322,1.62,2.96,8.58
1323,3.42,4.31,7.29
1324,3.46,3.16,9.39
1325,0.15,2.15,12.99
1326,1.04,2.42,8.32
1327,2.63,1.05,9.86
1328,-1.32,0.79,3.95
1329,2.25,2.17,8.58
1330,2.19,4.33,7.78
1331,2.18,3.40,19.61
1332,4.37,2.16,4.05
1333,-1.17,-0.02,16.60
1334,4.30,0.86,10.55
1335,2.24,2.04,7.70
1336,3.47,1.06,3.05
1337,2.80,1.69,0.68
1338,1.01,-2.24,5.94
1339,3.50,1.07,9.35
1340,1.96,-0.69,8.24
1341,0.96,-0.19,14.93
1342,5.58,4.98,8.49
1343,4.48,2.38,3.38
1344,1.72,0.10,19.61
1345,2.56,0.90,14.74
1346,2.97,1.20,13.59
1347,4.87,-1.52,4.61
1348,3.56,1.46,15.52
1349,2.73,2.57,18.02
1350,2.55,1.57,9.67
1351,4.89,1.70,7.08
1352,7.20,0.23,9.60
1353,3.09,0.65,11.38
1354,2.12,0.06,12.18
1355,4.21,0.65,10.86
1356,2.38,-2.46,11.47
1357,0.58,0.50,11.01
1358,2.75,-0.48,8.97
1359,3.46,-1.39,10.25
1360,3.44,0.57,9.95
1361,2.73,1.28,8.57
1362,2.34,0.81,10.77
1363,3.09,-1.20,9.65
1364,5.04,0.68,14.64
1365,1.57,-0.02,11.00
1366,2.19,-0.53,8.40
1367,3.86,-0.71,8.31
1368,1.79,-0.15,13.10
1369,4.39,-1.55,8.07
1370,1.03,1.43,10.45
1371,5.20,1.60,9.32
1372,3.03,1.21,8.58
1373,4.60,0.33,7.99
1374,1.99,0.19,6.07
1375,4.68,-0.60,9.94
1376,2.74,-0.68,8.03
1377,2.96,1.81,7.65
1378,3.42,0.35,8.55
1379,2.64,1.71,9.42
1380,3.00,1.11,11.14
1381,3.90,1.13,9.84
1382,2.52,0.90,8.79
1383,4.05,1.22,10.70
1384,6.18,0.18,12.72
1385,2.46,0.80,9.24
1386,-2.62,3.94,11.73
1387,7.86,1.60,7.32
1388,3.73,1.16,8.53
1389,1.08,-0.28,6.00
1390,2.51,2.84,8.11
1391,4.47,0.07,4.13
1392,3.65,1.53,7.43
1393,2.53,0.90,9.94
1394,5.67,0.90,3.90
1395,3.24,-0.81,8.74
1396,0.62,1.03,13.34
1397,1.33,2.53,9.53
1398,2.52,2.67,8.74
1399,1.45,3.35,9.27
1400,1.95,1.20,10.23
1401,4.22,-0.42,7.02
1402,2.60,-1.43,12.16
1403,3.93,0.42,9.07
1404,2.32,0.74,4.89
1405,2.94,2.87,4.47
1406,4.08,0.75,5.16
1407,3.90,-0.44,6.79
1408,2.49,-0.79,14.73
1409,2.51,-0.40,9.66
1410,3.49,0.70,5.84
1411,3.61,0.36,3.91
1412,3.83,1.08,9.78
1413,3.14,1.38,6.95
1414,2.21,1.00,7.00
1415,6.39,0.94,7.18
1416,4.29,1.74,11.07
1417,3.33,1.90,6.93
1418,4.81,1.90,10.14
1419,4.98,0.87,9.00
1420,3.39,0.59,9.00
1421,2.74,-0.35,10.06
1422,2.05,1.54,11.85
1423,4.94,-0.49,5.89
1424,2.59,1.47,14.61
1425,4.43,2.46,7.33
1426,2.46,1.08,11.03
1427,2.69,1.30,8.71
1428,4.19,1.67,9.07
1429,1.99,1.00,10.14
1430,3.51,0.13,8.94
1431,3.92,0.93,10.88
1432,2.74,1.37,7.94
1433,3.33,1.96,7.94
1434,3.73,0.09,8.29
1435,4.02,-0.84,8.49
1436,3.18,0.25,7.78
1437,2.26,-0.22,9.64
1438,2.40,1.13,9.73
1439,3.14,1.19,10.16
1440,1.31,0.37,8.53
1441,2.32,0.51,9.19
1442,3.02,1.38,6.81
1443,1.29,0.58,8.86
1444,1.86,0.11,10.49
1445,3.40,0.74,7.29
1446,1.89,-0.21,9.87
1447,2.70,1.85,9.84
1448,2.21,0.90,9.00
1449,2.87,0.42,10.50
1450,1.78,0.92,8.36
1451,1.03,-2.66,7.91
1452,4.33,-0.74,11.98
1453,0.97,2.44,10.07
1454,6.50,-3.52,0.35
1455,0.63,0.36,15.55
1456,1.58,1.49,11.38
1457,1.12,1.82,12.31
1458,2.88,-1.05,8.17
1459,2.21,2.77,10.43
1460,2.68,0.40,5.60
1461,1.11,-1.90,12.62
1462,1.73,-0.61,14.62
1463,4.88,4.58,5.41
1464,1.39,0.64,1.84
1465,2.84,-0.63,11.33
1466,4.02,-1.69,10.45
1467,1.18,-2.97,5.93
1468,-1.10,-1.65,15.11
1469,2.99,-1.56,7.63
1470,2.89,-1.67,5.11
1471,2.94,0.18,7.85
1472,1.61,-1.33,5.99
1473,2.54,-3.76,7.58
1474,1.71,-1.20,10.09
1475,2.44,0.60,9.61
1476,2.09,-3.20,9.69
1477,0.52,0.09,11.43
1478,2.61,-3.56,5.33
1479,2.72,-1.27,14.32
1480,-0.23,-0.14,13.65
1481,3.51,4.94,10.10
1482,3.58,-0.85,10.67
1483,7.45,0.33,9.82
1484,1.34,-1.70,7.45
1485,4.59,-0.87,12.04
1486,0.60,-0.40,13.47
1487,3.13,1.68,9.30
1488,2.37,0.06,2.33
1489,-2.77,-0.42,7.71
1490,1.62,0.68,7.90
1491,2.96,-0.15,7.83
1492,-0.07,4.07,13.42
1493,2.01,-1.44,7.45
1494,4.69,-1.03,5.07
1495,1.43,-1.19,8.31
1496,2.42,-0.64,7.66
1497,2.05,-1.91,13.02
1498,1.62,0.58,10.39
1499,2.25,0.39,6.23
1500,2.61,-1.09,8.22
1501,0.05,-1.80,9.75
1502,3.48,-2.56,6.35
1503,2.27,0.76,7.04
1504,1.28,-1.58,5.09
1505,4.31,0.88,8.61
1506,1.37,-2.57,8.85
1507,2.71,-0.56,15.65
1508,1.75,-1.14,9.12
1509,2.61,-2.73,9.22
1510,1.77,-0.94,11.04
1511,2.78,-1.87,8.78
1512,0.30,-1.61,7.60
1513,2.98,-0.72,7.48
1514,0.90,-0.79,4.61
1515,3.66,1.55,9.77
1516,0.98,0.86,6.69
1517,1.28,0.29,8.78
1518,2.04,1.97,6.83
1519,1.62,2.32,8.08
1520,1.50,0.35,9.40
1521,4.19,2.03,9.24
1522,2.35,0.84,12.47
1523,1.30,2.38,11.20
1524,3.06,1.33,9.68
1525,2.62,2.73,9.13
1526,2.26,2.76,9.39
1527,1.23,0.06,10.17
1528,1.38,0.99,11.44
1529,4.31,2.19,7.95
1530,1.91,2.22,12.64
1531,-0.01,2.38,10.77
1532,2.29,1.13,6.89
1533,1.39,1.11,9.17
1534,3.07,1.95,6.69
1535,2.85,2.48,9.61
1536,0.79,2.15,12.48
1537,2.20,2.32,5.39
1538,0.07,2.89,8.02
1539,6.57,1.32,12.98
1540,-2.11,1.22,12.31
1541,3.38,2.65,10.37
1542,5.30,4.15,11.07
1543,0.22,1.75,12.86
1544,2.23,1.72,5.82
1545,0.66,2.06,15.03
1546,1.94,0.62,9.49
1547,1.87,0.56,13.98
1548,3.48,-0.91,8.02
1549,1.14,1.16,9.77
1550,2.59,3.50,11.52
1551,2.05,0.13,7.75
1552,2.55,1.23,8.40
1553,2.48,0.83,9.82
1554,2.73,0.24,8.83
1555,3.34,-0.18,7.21
1556,1.70,1.71,9.43
1557,2.44,3.46,9.43
1558,2.15,2.71,8.82
1559,2.05,2.32,10.28
1560,2.92,2.17,10.83
1561,0.38,0.83,14.13
1562,2.75,2.95,8.61
1563,2.92,1.43,6.38
1564,2.02,-1.27,14.15
1565,3.14,3.67,12.41
1566,2.46,3.39,8.63
1567,1.82,3.59,11.01
1568,3.85,-0.66,9.87
1569,3.79,3.68,5.43
1570,3.28,3.98,12.01
1571,1.43,1.24,10.52
1572,1.91,1.44,7.23
1573,2.35,0.42,8.10
1574,3.64,-0.30,9.82
1575,2.11,1.40,11.40
1576,1.32,2.79,12.91
1577,1.74,2.75,9.59
1578,2.42,3.48,2.30
1579,2.26,1.73,8.02
1580,2.42,0.03,6.26
1581,2.08,4.14,9.79
1582,2.86,1.81,8.50
1583,0.50,1.21,7.87
1584,0.57,1.80,9.99
1585,1.34,2.35,8.20
1586,1.13,1.03,8.04
1587,2.59,2.82,14.04
1588,2.70,0.22,6.92
1589,0.12,2.63,9.74
1590,0.48,2.42,7.47
1591,1.59,0.82,8.67
1592,1.52,1.83,5.70
1593,1.47,3.38,14.71
1594,1.91,0.06,6.47
1595,1.22,1.42,8.70
1596,1.45,3.77,10.93
1597,2.34,2.36,7.85
1598,1.73,1.23,10.13
1599,1.23,1.77,7.69
1600,1.25,1.94,6.42
1601,3.43,1.75,10.79
1602,3.20,-0.55,10.32
1603,1.06,0.55,8.91
1604,4.56,2.28,5.96
1605,0.85,2.13,10.48
1606,0.37,1.55,10.69
1607,2.27,0.46,8.27
1608,1.69,3.17,10.09
1609,1.53,0.91,8.30
1610,3.07,2.30,8.21
1611,1.13,2.26,9.21
1612,1.07,1.02,8.43
1613,1.24,2.34,11.27
1614,0.53,2.63,13.26
1615,0.91,0.68,10.08
1616,2.82,2.90,9.32
1617,-2.67,1.97,8.77
1618,1.58,-0.22,10.12
1619,1.52,2.98,11.75
1620,1.87,0.92,9.27
1621,1.70,0.06,8.84
1622,1.82,1.81,10.44
1623,0.46,-0.12,11.76
1624,1.00,1.22,7.95
1625,0.25,3.22,12.45
1626,2.74,2.08,12.78
1627,1.31,0.76,11.34
1628,0.49,0.96,12.31
1629,3.20,-0.11,8.47
1630,0.20,1.40,8.96
1631,2.16,-0.18,6.46
1632,1.28,1.88,5.88
1633,1.62,3.58,10.23
1634,0.47,-0.00,10.70
1635,0.97,0.46,9.01
1636,0.64,-0.57,9.36
1637,0.61,1.86,12.94
1638,1.39,-0.29,9.16
1639,0.74,0.34,7.03
1640,2.09,0.07,10.95
1641,-0.37,-1.58,8.57
1642,-0.15,0.93,11.43
1643,2.09,1.14,13.62
1644,0.82,-0.42,9.09
1645,0.91,0.23,7.95
1646,1.26,0.47,9.25
1647,-1.96,0.60,4.63
1648,1.46,0.00,14.14
1649,1.27,0.99,7.30
1650,0.82,0.55,9.07
1651,1.75,-1.15,10.71
1652,-1.01,-0.38,13.47
1653,-0.23,-1.34,10.51
1654,1.70,-0.33,10.51
1655,-0.21,-1.15,8.97
1656,0.32,1.58,11.70
1657,3.51,0.17,10.10
1658,-0.48,1.13,8.15
1659,-0.26,0.28,13.43
1660,1.86,-1.85,11.60
1661,0.61,-1.47,8.93
1662,-1.41,0.44,13.59
1663,0.24,0.10,10.04
1664,-0.23,-0.64,6.34
1665,1.02,-0.63,8.87
1666,-0.14,0.67,11.16
1667,-3.35,-1.32,3.79
1668,0.37,-1.90,9.19
1669,-0.00,1.79,8.40
1670,-1.09,1.77,9.88
1671,-0.52,0.09,10.67
1672,-0.70,1.51,11.12
1673,-0.69,-0.57,9.39
1674,1.26,-2.29,8.80
1675,-0.51,0.11,11.42
1676,-1.29,0.17,9.07
1677,0.38,-0.62,11.73
1678,-0.49,-1.64,9.00
1679,0.51,-0.03,11.38
1680,-0.31,2.13,12.16
1681,2.17,0.49,8.83
1682,1.76,1.22,12.09
1683,2.38,-0.62,10.94
1684,2.33,1.51,9.81
1685,2.53,1.46,7.39
1686,2.44,0.03,7.42
1687,1.05,1.27,8.35
1688,3.16,-0.01,9.77
1689,2.40,-2.87,5.03
1690,2.15,0.65,7.90
1691,0.69,0.50,9.98
1692,2.53,-1.93,10.24
1693,0.17,-0.59,11.88
1694,2.51,-2.45,7.34
1695,0.61,1.71,8.46
1696,-1.35,-1.05,6.72
1697,3.83,0.72,13.65
1698,2.89,0.05,11.65
1699,1.07,-0.50,8.09
1700,2.51,0.85,8.11
1701,2.14,0.55,8.98
1702,2.79,-0.59,7.31
1703,0.87,-1.17,12.53
1704,0.81,-1.67,7.81
1705,2.61,-0.46,9.17
1706,3.25,-1.67,9.59
1707,2.59,-1.29,8.66
1708,1.14,-1.81,9.84
1709,2.74,1.12,6.87
1710,2.83,-0.55,7.46
1711,2.08,0.14,10.25
1712,2.77,-1.37,11.12
1713,2.35,-1.40,8.26
1714,3.17,-0.64,8.44
1715,2.38,-0.96,10.07
1716,2.15,0.11,9.06
1717,2.65,0.03,8.66
1718,1.82,-0.96,11.29
1719,1.89,-0.79,10.87
1720,2.33,-0.23,8.78
1721,3.66,-0.60,8.51
1722,2.73,0.63,6.50
1723,2.73,-0.51,7.77
1724,3.30,1.65,7.21
1725,1.99,-0.25,13.99
1726,3.41,0.01,6.60
1727,2.53,-1.11,8.20
1728,2.72,1.58,6.27
1729,1.89,-2.22,7.98
1730,3.02,0.47,7.25
1731,2.59,0.27,11.54
1732,3.00,-0.16,9.47
1733,3.31,-0.29,8.22
1734,3.21,-0.22,9.07
1735,1.72,-0.45,10.11
1736,2.26,-0.77,10.35
1737,2.67,-0.87,8.09
1738,2.12,-1.64,8.61
1739,2.03,-0.35,9.01
1740,1.82,-0.19,8.81
1741,3.00,-1.11,9.54
1742,1.57,0.33,9.39
1743,2.51,0.36,9.76
1744,1.89,0.33,9.62
1745,2.66,-0.21,9.49
1746,1.34,-0.22,8.71
1747,1.68,0.62,9.76
1748,2.46,-1.13,9.30
1749,2.27,1.32,12.21
1750,2.39,-0.44,10.60
1751,2.06,-0.50,10.40
1752,1.41,0.05,12.09
1753,1.75,-0.42,10.74
1754,2.12,0.96,9.79
1755,1.19,0.58,12.82
1756,2.60,0.42,11.08
1757,1.92,3.01,11.80
1758,2.68,-0.02,13.25
1759,1.08,1.04,7.01
1760,2.37,-1.44,8.87
1761,1.32,0.59,8.84
1762,1.09,1.15,10.61
1763,1.18,1.54,7.56
1764,1.16,0.13,9.83
1765,0.79,0.88,9.66
1766,2.54,-0.06,8.89
1767,1.29,-0.71,10.27
1768,3.07,-0.03,8.90
1769,2.32,-0.49,4.56
1770,2.79,1.04,10.55
1771,2.72,-0.48,9.55
1772,3.60,-0.27,9.09
1773,4.45,0.24,9.33
1774,3.81,1.67,10.44
1775,5.06,0.24,8.88
1776,2.79,1.40,10.63
1777,4.38,-0.46,9.72
1778,4.90,-1.90,8.24
1779,3.28,-3.48,6.87
1780,4.62,-1.01,7.41
1781,3.06,-0.60,8.15
1782,4.89,3.15,10.22
1783,3.62,3.76,9.08
1784,4.70,-0.33,9.25
1785,4.01,-1.03,7.40
1786,2.84,-3.93,5.15
1787,3.23,-1.62,9.44
1788,4.10,0.77,10.87
1789,3.85,3.05,9.52
1790,2.85,1.54,9.47
1791,3.52,0.75,9.24
1792,2.89,-0.48,9.59
1793,4.70,0.77,10.03
1794,4.31,-0.27,9.38
1795,4.19,1.10,10.35
1796,4.02,-0.35,9.55
1797,3.78,-0.67,10.18
1798,3.79,-0.44,10.40
1799,3.29,-0.20,10.36
1800,3.65,-0.70,8.61
1801,4.32,-0.13,9.16
1802,4.33,0.24,9.03
1803,2.93,-0.35,9.48
1804,4.91,0.23,8.25
1805,2.90,0.52,9.36
1806,4.39,0.46,8.22
1807,2.53,-0.76,11.03
1808,5.36,0.65,6.25
1809,3.21,0.35,9.92
1810,4.06,0.48,8.05
1811,4.31,0.06,9.14
1812,2.72,0.66,9.33
1813,4.15,0.71,9.26
1814,5.03,1.08,8.54
1815,2.70,-0.25,10.70
1816,2.47,-1.92,9.53
1817,3.62,-0.25,8.88
1818,4.53,1.09,8.18
1819,3.77,0.20,8.54
1820,3.17,-0.14,11.53
1821,1.54,-0.36,10.41
1822,3.65,1.06,8.31
1823,3.68,1.29,9.00
1824,4.24,1.60,11.39
1825,4.33,2.34,9.63
1826,4.07,0.29,9.52
1827,4.14,-0.40,7.60
1828,4.42,0.92,7.93
1829,3.79,0.46,6.96
1830,2.18,-0.28,11.89
1831,3.84,1.65,9.36
1832,2.15,1.67,11.51
1833,3.47,-0.17,7.41
1834,2.60,0.44,9.45
1835,2.21,1.14,9.08
1836,2.26,1.77,11.86
1837,2.38,0.51,10.08
1838,2.58,1.64,9.04
1839,3.13,1.38,11.13
1840,2.76,0.64,8.48
1841,2.70,-0.18,8.81
1842,3.07,-0.08,9.28
1843,3.46,2.15,9.92
1844,3.27,0.81,8.84
1845,3.68,1.96,9.03
1846,3.65,1.94,10.24
1847,3.48,0.63,11.20
1848,2.74,0.80,10.86
1849,2.12,-1.24,11.85
1850,2.88,0.93,10.10
1851,3.75,2.05,9.14
1852,7.64,-1.62,19.61
1853,6.81,3.67,12.52
1854,3.70,1.03,9.83
1855,1.46,0.89,9.47
1856,7.56,1.90,9.14
1857,3.77,0.75,9.28
1858,3.83,0.83,9.79
1859,4.19,0.66,10.10
1860,2.32,1.26,6.35
1861,2.87,1.11,8.65
1862,3.91,0.63,9.38
1863,3.66,0.51,10.35
1864,3.74,0.62,10.82
1865,3.02,0.52,9.63
1866,3.11,-0.46,9.26
1867,3.10,0.48,9.87
1868,3.09,0.99,9.67
1869,3.76,0.58,8.68
1870,3.67,0.53,9.55
1871,2.57,0.80,7.95
1872,3.79,0.00,7.54
1873,2.50,1.25,10.51
1874,2.53,0.04,9.06
1875,1.62,0.91,10.88
1876,2.94,1.00,10.41
1877,2.60,1.96,10.58
1878,4.89,1.75,8.47
1879,6.07,1.31,8.54
1880,2.67,-0.01,6.38
1881,0.95,-0.79,9.69
1882,4.08,1.43,11.48
